Iteration	Time	TimestepsThisBatch	PoolSize	MaxEpReturn	LastEpReturn	Episodes	TimestepsSoFar
0	8.361389636993408	1000	2000	-30.52580148863055	-337.25548797463597	3	2000
1	16.080240488052368	1000	3000	-11.298439494559133	-11.298439494559133	6	3000
2	23.91689133644104	1000	4000	-11.298439494559133	-63.92670641109589	10	4000
3	31.690030336380005	1000	5000	-0.9000203028848448	-11.179207681208538	14	5000
4	39.4479079246521	1000	6000	-0.9000203028848448	-151.33945627317343	15	6000
5	47.26585388183594	1000	7000	-0.9000203028848448	-3.3845551764016464	16	7000
6	55.054001331329346	1000	8000	-0.9000203028848448	-4.3983920382793595	18	8000
7	62.85581970214844	1000	9000	4.552028940740653	4.552028940740653	23	9000
8	70.61919736862183	1000	10000	56.724760422380285	56.724760422380285	24	10000
9	78.3993399143219	1000	11000	56.724760422380285	-44.503423314592105	27	11000
10	86.16509294509888	1000	12000	56.724760422380285	-32.4407064520489	29	12000
11	93.88508582115173	1000	13000	65.95027811017592	-11.314001758267183	31	13000
12	101.6048686504364	1000	14000	87.25889419644068	87.25889419644068	32	14000
13	109.35380673408508	1000	15000	97.92325909349927	-29.02472102535403	34	15000
14	117.18534994125366	1000	16000	157.6133225034232	16.63722498158227	36	16000
15	124.94449734687805	1000	17000	157.6133225034232	102.72032000015564	38	17000
16	132.81200456619263	1000	18000	208.04015893768891	208.04015893768891	39	18000
17	140.68009877204895	1000	19000	241.29635473407234	27.325106040282932	41	19000
18	148.5061182975769	1000	20000	241.29635473407234	98.00959759822952	42	20000
19	156.31689357757568	1000	21000	276.8133807417369	276.8133807417369	43	21000
20	164.11238408088684	1000	22000	276.8133807417369	53.49434879361946	44	22000
21	171.96221613883972	1000	23000	276.8133807417369	271.6018576311902	45	23000
22	179.73264741897583	1000	24000	304.6964992840866	304.6964992840866	46	24000
23	187.46299386024475	1000	25000	353.1494323218644	6.634058106411241	49	25000
24	195.27787899971008	1000	26000	353.1494323218644	146.83035445893776	51	26000
25	202.9911594390869	1000	27000	353.1494323218644	245.5822376205563	52	27000
26	210.84951734542847	1000	28000	353.1494323218644	281.29698034934813	53	28000
27	218.683256149292	1000	29000	353.1494323218644	111.69085155900606	54	29000
28	226.46385669708252	1000	30000	353.1494323218644	220.58483208256214	56	30000
