Time	Iteration	AverageReturn	FinalReward	StdReturn	MaxReturn	MinReturn	EpLenMean	EpLenStd	TimestepsThisBatch	TimestepsSoFar	ValAverageReturn	ValFinalReward
454.70163774490356	0	-166.66370022520695	-9.114999719879817	62.45098045944181	-39.264334022434866	-354.7806382197505	20.0	0.0	1035	10035	-166.5680292372726	-8.619045550085076
1095.3223285675049	1	-171.06114120075432	-9.19568406607454	63.06419860803735	-32.20038328234952	-361.05052726915096	20.0	0.0	1035	20070	-158.82296606839935	-8.046889377282335
1729.743878364563	2	-165.5600722521032	-8.928864626567554	65.38673699835033	-40.16300520154296	-351.33476858781796	20.0	0.0	1035	30105	-176.42471321592967	-9.212445281697176
2365.2881116867065	3	-162.30039602291365	-8.683961299298554	65.62439817342361	-35.62512993157836	-360.4875223854988	20.0	0.0	1035	40140	-155.69312147640528	-8.57630901942159
2962.0823764801025	4	-169.65947690044845	-8.737951973200754	61.6360679725559	-40.23015412931364	-343.9641508050618	20.0	0.0	1035	50175	-168.16550476780563	-8.473664586893248
3516.754143476486	5	-161.61256072980296	-8.149757365912091	63.57460735078405	-33.37798111530794	-350.1023985567162	20.0	0.0	1035	60210	-157.50593061892138	-8.175167969500976
3898.8117260932922	6	-159.56888489496592	-8.08669240798423	67.44376153978716	-28.010966657695114	-354.0540088366312	20.0	0.0	1035	70245	-164.64506193249582	-8.196670451352713
4281.3204963207245	7	-162.77554231712926	-8.188063923472315	65.46682654349368	-29.46020193495102	-466.25259773777606	20.0	0.0	1035	80280	-141.5464912600839	-7.044511445919388
4663.815704345703	8	-167.39901600842762	-8.14043229919505	63.265785080216475	-32.672367701063074	-344.5584126896753	20.0	0.0	1035	90315	-155.4522410898083	-7.1890000399022655
5046.452088356018	9	-163.59381911193415	-7.9978404576478965	62.83071142593465	-30.54957009479569	-371.2425022921823	20.0	0.0	1035	100350	-153.30398015599914	-7.696258891956051
5428.4009001255035	10	-151.45226280531816	-7.590357581618083	65.16577502503779	-26.944109193789917	-327.12762763639745	20.0	0.0	1035	110385	-138.90912640688333	-7.05909687598618
5811.016766548157	11	-153.55957667730766	-7.411643704696352	69.6840695953059	-20.757061119148318	-349.31077375569123	20.0	0.0	1035	120420	-161.08865036808848	-7.956161836079688
6194.634355068207	12	-151.1917400272805	-7.127166295964994	62.990501273559076	-26.226101928320666	-350.7794897984025	20.0	0.0	1035	130455	-154.8542992705794	-7.683313467765409
6576.392776489258	13	-152.1948892378101	-7.0948279869657345	65.29792379856255	-22.918394581696756	-364.8794771249452	20.0	0.0	1035	140490	-138.44482075345692	-6.27806957734322
6959.3801164627075	14	-153.75622541777904	-7.296975481889265	64.4935837669309	-21.313035096430283	-385.67366852750274	20.0	0.0	1035	150525	-135.91395790449215	-5.976167091512335
7342.184010505676	15	-156.94059472265363	-7.193078031679318	63.774277793177234	-23.432908136936078	-331.47129610112745	20.0	0.0	1035	160560	-146.38685031129873	-6.994656827930735
7724.440500974655	16	-150.13417861379557	-6.961025120486727	64.82957291491883	-14.771252471727777	-410.52506351228845	20.0	0.0	1035	170595	-154.7410440004797	-6.248878072512573
