Time	Iteration	AverageReturn	StdReturn	MaxReturn	MinReturn	EpLenMean	EpLenStd	Unmodified Rewards Mean	Unmodified Rewards Std	Modified Rewards Mean	Modified Rewards Std	TimestepsThisBatch	TimestepsSoFar
2.479625701904297	0	-0.4286022	0.087410815	-0.25177664	-0.6315052	21.0	0.0	-0.020409629	-0.020409629	-0.020409629	-0.020409629	1008	1008
3.37187123298645	1	-0.40660837	0.08667759	-0.22354756	-0.68927497	21.0	0.0	-0.019362306	-0.019362306	-0.019362306	-0.019362306	1008	2016
3.9831109046936035	2	-0.42560804	0.09744936	-0.18877631	-0.6960493	21.0	0.0	-0.020267047	-0.020267047	-0.020267047	-0.020267047	1008	3024
4.609346151351929	3	-0.42614737	0.08177427	-0.24541041	-0.6259779	21.0	0.0	-0.020292733	-0.020292733	-0.020292733	-0.020292733	1008	4032
5.234528303146362	4	-0.4251956	0.085510954	-0.26275125	-0.6366333	21.0	0.0	-0.02024741	-0.02024741	-0.02024741	-0.02024741	1008	5040
5.8372392654418945	5	-0.39949408	0.06891146	-0.2900953	-0.57124275	21.0	0.0	-0.019023528	-0.019023528	-0.019023528	-0.019023528	1008	6048
6.445223569869995	6	-0.41796747	0.1006153	-0.18103206	-0.66015553	21.0	0.0	-0.019903215	-0.019903215	-0.019903215	-0.019903215	1008	7056
7.0440099239349365	7	-0.40965864	0.09557297	-0.19155362	-0.64206666	21.0	0.0	-0.019507555	-0.019507555	-0.019507555	-0.019507555	1008	8064
7.647999286651611	8	-0.4362456	0.11932922	-0.25195092	-0.786867	21.0	0.0	-0.020773599	-0.020773599	-0.020773599	-0.020773599	1008	9072
8.276531219482422	9	-0.45236325	0.105101675	-0.2165435	-0.7419748	21.0	0.0	-0.021541106	-0.021541106	-0.021541106	-0.021541106	1008	10080
8.88318920135498	10	-0.4363362	0.10414675	-0.2729401	-0.75482416	21.0	0.0	-0.020777913	-0.020777913	-0.020777913	-0.020777913	1008	11088
9.498155117034912	11	-0.4493812	0.10174472	-0.30868417	-0.6927345	21.0	0.0	-0.021399101	-0.021399101	-0.021399101	-0.021399101	1008	12096
10.122519493103027	12	-0.4480652	0.10121857	-0.27929857	-0.7834539	21.0	0.0	-0.021336438	-0.021336438	-0.021336438	-0.021336438	1008	13104
10.729562282562256	13	-0.5227023	0.11111783	-0.27394846	-0.7811673	21.0	0.0	-0.024890585	-0.024890585	-0.024890585	-0.024890585	1008	14112
11.33572268486023	14	-0.29306433	1.4077908	9.325155	-0.7822605	21.0	0.0	-0.013955443	-0.013955443	-0.013955443	-0.013955443	1008	15120
11.935580730438232	15	-0.5332437	0.117914364	-0.24280995	-0.8015299	21.0	0.0	-0.025392558	-0.025392558	-0.025392558	-0.025392558	1008	16128
12.537724733352661	16	0.66455394	4.351121	19.371544	-0.88321036	21.0	0.0	0.03164543	0.03164543	0.03164543	0.03164543	1008	17136
13.134751081466675	17	1.4830308	6.0552564	29.147282	-0.856452	21.0	0.0	0.07062051	0.07062051	0.07062051	0.07062051	1008	18144
13.744240045547485	18	9.3176	16.373854	59.017647	-0.8390932	21.0	0.0	0.44369522	0.44369522	0.44369522	0.44369522	1008	19152
14.344749927520752	19	8.924183	17.085669	59.227898	-0.93831944	21.0	0.0	0.42496112	0.42496112	0.42496112	0.42496112	1008	20160
14.958526372909546	20	11.4049635	17.005466	69.27613	-0.8299557	21.0	0.0	0.5430935	0.5430935	0.5430935	0.5430935	1008	21168
15.570271492004395	21	21.30678	22.453802	69.114655	-0.9653423	21.0	0.0	1.0146085	1.0146085	1.0146085	1.0146085	1008	22176
16.189099311828613	22	33.361134	26.388937	79.1112	-0.91821975	21.0	0.0	1.5886254	1.5886254	1.5886254	1.5886254	1008	23184
16.806911945343018	23	44.735107	23.184708	89.13179	-0.8472059	21.0	0.0	2.1302433	2.1302433	2.1302433	2.1302433	1008	24192
17.43666648864746	24	43.458263	26.078873	98.93845	-0.83919096	21.0	0.0	2.069441	2.069441	2.069441	2.069441	1008	25200
18.04663395881653	25	49.032246	24.196945	88.852005	-0.680776	21.0	0.0	2.334869	2.334869	2.334869	2.334869	1008	26208
18.681309700012207	26	55.652027	22.970184	98.779755	-0.64309406	21.0	0.0	2.6500967	2.6500967	2.6500967	2.6500967	1008	27216
