Timestep	MeanReward100Episodes	BestMeanReward	Episodes	Exploration	LearningRate	RunningTime
1160000	-11.49	-11.49	819	0.09725714285714286	0.0001	0.6116802970568339
1170000	-11.21	-11.21	823	0.09708571428571429	0.0001	0.6173272013664246
1180000	-11.08	-11.08	826	0.09691428571428572	0.0001	0.614443055788676
1190000	-10.87	-10.87	829	0.09674285714285714	0.0001	0.6157663345336915
1200000	-10.72	-10.71	832	0.09657142857142857	0.0001	0.6168109138806661
1210000	-10.68	-10.68	836	0.0964	0.0001	0.6208805799484253
1220000	-10.71	-10.68	839	0.09622857142857143	0.0001	0.615119723478953
1230000	-10.59	-10.59	842	0.09605714285714287	0.0001	0.6163757562637329
1240000	-10.49	-10.45	846	0.0958857142857143	0.0001	0.6212355017662048
1250000	-10.34	-10.34	849	0.09571428571428572	0.0001	0.6146450042724609
1260000	-10.29	-10.29	852	0.09554285714285715	9.99e-05	0.6150772929191589
1270000	-10.29	-10.21	856	0.09537142857142858	9.98e-05	0.6160976807276408
1280000	-10.48	-10.21	859	0.0952	9.970000000000001e-05	0.6158439795176188
1290000	-10.4	-10.21	863	0.09502857142857143	9.960000000000001e-05	0.6157084822654724
1300000	-10.39	-10.21	866	0.09485714285714286	9.95e-05	0.6149292230606079
1310000	-10.29	-10.21	870	0.09468571428571429	9.94e-05	0.6157198190689087
1320000	-10.29	-10.21	873	0.09451428571428572	9.93e-05	0.6181554635365804
1330000	-10.32	-10.21	876	0.09434285714285714	9.92e-05	0.6174414237340291
1340000	-10.38	-10.21	880	0.09417142857142857	9.910000000000001e-05	0.6176684379577637
1350000	-10.14	-10.14	883	0.094	9.900000000000001e-05	0.6172705451647441
1360000	-9.89	-9.89	886	0.09382857142857143	9.89e-05	0.619332218170166
1370000	-9.86	-9.86	889	0.09365714285714286	9.88e-05	0.6176175475120544
1380000	-9.88	-9.86	893	0.0934857142857143	9.87e-05	0.618281078338623
1390000	-9.73	-9.73	896	0.09331428571428572	9.860000000000001e-05	0.6180563131968181
1400000	-9.8	-9.73	899	0.09314285714285715	9.850000000000001e-05	0.619500994682312
1410000	-9.72	-9.71	903	0.09297142857142858	9.84e-05	0.6181815028190613
1420000	-9.77	-9.66	906	0.09280000000000001	9.83e-05	0.617144783337911
1430000	-9.69	-9.61	909	0.09262857142857144	9.82e-05	0.6158240914344788
1440000	-9.62	-9.6	912	0.09245714285714286	9.81e-05	0.6184450149536133
1450000	-9.64	-9.54	916	0.09228571428571429	9.800000000000001e-05	0.6182396014531454
1460000	-9.49	-9.48	919	0.09211428571428572	9.790000000000001e-05	0.6166105310122172
1470000	-9.38	-9.36	922	0.09194285714285715	9.78e-05	0.6176660696665446
1480000	-9.34	-9.34	925	0.09177142857142857	9.77e-05	0.6151437640190125
1490000	-9.4	-9.33	928	0.0916	9.76e-05	0.6218957821528117
1500000	-9.33	-9.33	931	0.09142857142857143	9.75e-05	0.6310425798098246
1510000	-9.16	-9.16	933	0.09125714285714286	9.740000000000001e-05	0.6190413316090901
1520000	-8.89	-8.89	936	0.0910857142857143	9.730000000000001e-05	0.6169846375783284
1530000	-8.87	-8.83	939	0.09091428571428573	9.72e-05	0.6195417801539104
1540000	-8.93	-8.83	942	0.09074285714285715	9.71e-05	0.6222599466641744
1550000	-8.78	-8.78	945	0.09057142857142858	9.7e-05	0.6178984681765238
1560000	-8.87	-8.76	948	0.09040000000000001	9.690000000000001e-05	0.6158088763554891
1570000	-8.82	-8.76	951	0.09022857142857144	9.680000000000001e-05	0.61670823097229
1580000	-8.66	-8.66	954	0.09005714285714286	9.67e-05	0.6191994269688924
1590000	-8.54	-8.54	956	0.08988571428571429	9.66e-05	0.6193733612696329
1600000	-8.35	-8.35	959	0.08971428571428572	9.65e-05	0.6157519896825154
1610000	-8.36	-8.35	962	0.08954285714285715	9.64e-05	0.6194561560948689
1620000	-8.14	-8.14	964	0.08937142857142857	9.630000000000001e-05	0.6190181016921997
1630000	-8.04	-8.02	967	0.0892	9.620000000000001e-05	0.6234909534454346
1640000	-7.84	-7.84	970	0.08902857142857143	9.61e-05	0.6173089027404786
1650000	-7.76	-7.76	972	0.08885714285714286	9.6e-05	0.6223571062088012
1660000	-7.71	-7.68	974	0.08868571428571428	9.59e-05	0.6179113705952962
1670000	-7.43	-7.43	977	0.08851428571428571	9.58e-05	0.6184209585189819
1680000	-7.33	-7.33	979	0.08834285714285715	9.570000000000001e-05	0.6193416436513265
1690000	-7.22	-7.19	982	0.08817142857142858	9.56e-05	0.6175211429595947
1700000	-7.12	-7.12	984	0.08800000000000001	9.55e-05	0.6167370398839315
1710000	-7.06	-7.06	986	0.08782857142857144	9.54e-05	0.619326901435852
1720000	-6.71	-6.71	989	0.08765714285714286	9.53e-05	0.6201236645380656
1730000	-6.47	-6.47	991	0.08748571428571429	9.520000000000001e-05	0.6166186571121216
1740000	-6.23	-6.23	993	0.08731428571428572	9.510000000000001e-05	0.6187990824381511
1750000	-6.02	-5.95	996	0.08714285714285715	9.5e-05	0.6170103549957275
1760000	-5.89	-5.89	999	0.08697142857142857	9.49e-05	0.616091231505076
1770000	-5.73	-5.73	1001	0.0868	9.48e-05	0.6678563833236695
1780000	-5.54	-5.54	1003	0.08662857142857143	9.47e-05	0.619906500975291
1790000	-5.37	-5.37	1005	0.08645714285714286	9.460000000000001e-05	0.6198023001352946
1800000	-5.3	-5.3	1008	0.08628571428571429	9.45e-05	0.6189948876698812
1810000	-5.19	-5.19	1010	0.08611428571428573	9.44e-05	0.6218477646509807
1820000	-4.93	-4.93	1012	0.08594285714285715	9.43e-05	0.6196116844813029
1830000	-4.78	-4.78	1015	0.08577142857142858	9.42e-05	0.6192314426104227
1840000	-4.56	-4.56	1017	0.08560000000000001	9.410000000000001e-05	0.624014679590861
1850000	-4.54	-4.42	1020	0.08542857142857144	9.400000000000001e-05	0.6232558608055114
1860000	-4.27	-4.27	1022	0.08525714285714286	9.39e-05	0.6273322939872742
1870000	-4.01	-4.01	1024	0.08508571428571429	9.38e-05	0.6223080396652222
1880000	-3.69	-3.69	1027	0.08491428571428572	9.37e-05	0.6194474856058757
1890000	-3.45	-3.45	1029	0.08474285714285715	9.36e-05	0.6212709228197734
1900000	-3.39	-3.39	1030	0.08457142857142858	9.350000000000001e-05	0.6214613437652587
1910000	-3.23	-3.23	1032	0.0844	9.340000000000001e-05	0.6191621899604798
1920000	-3.17	-3.17	1034	0.08422857142857143	9.33e-05	0.6186600049336751
1930000	-2.98	-2.98	1036	0.08405714285714286	9.32e-05	0.6194455782572429
1940000	-2.76	-2.76	1039	0.08388571428571429	9.31e-05	0.6185982982317607
1950000	-2.54	-2.54	1041	0.08371428571428571	9.300000000000001e-05	0.6184780359268188
1960000	-2.24	-2.24	1043	0.08354285714285714	9.290000000000001e-05	0.621731948852539
1970000	-2.24	-2.21	1045	0.08337142857142857	9.28e-05	0.620680590470632
1980000	-1.82	-1.82	1048	0.0832	9.27e-05	0.6167677561442058
1990000	-1.66	-1.66	1049	0.08302857142857142	9.26e-05	0.6226817886034648
2000000	-1.49	-1.49	1051	0.08285714285714287	9.25e-05	0.6192371487617493
2010000	-1.26	-1.26	1053	0.08268571428571429	9.240000000000001e-05	0.6214211702346801
2020000	-0.97	-0.97	1056	0.08251428571428572	9.230000000000001e-05	0.6196291963259379
2030000	-0.82	-0.82	1057	0.08234285714285715	9.22e-05	0.6190534830093384
2040000	-0.63	-0.63	1059	0.08217142857142858	9.21e-05	0.6196155508359273
2050000	-0.2	-0.2	1062	0.082	9.2e-05	0.6252763390541076
2060000	-0.21	-0.12	1064	0.08182857142857143	9.190000000000001e-05	0.6226025859514872
2070000	-0.13	-0.12	1065	0.08165714285714286	9.180000000000001e-05	0.6186358213424683
2080000	0.15	0.15	1068	0.08148571428571429	9.17e-05	0.6231487552324931
2090000	0.41	0.41	1070	0.08131428571428571	9.16e-05	0.620396347840627
2100000	0.61	0.61	1072	0.08114285714285714	9.15e-05	0.620224944750468
2110000	0.75	0.75	1074	0.08097142857142857	9.14e-05	0.6225252032279969
2120000	0.96	0.96	1077	0.08080000000000001	9.130000000000001e-05	0.6204060514767965
2130000	1.12	1.12	1079	0.08062857142857144	9.120000000000001e-05	0.6200433611869812
2140000	1.23	1.23	1081	0.08045714285714287	9.11e-05	0.6197792927424113
2150000	1.43	1.43	1083	0.0802857142857143	9.1e-05	0.6182680567105611
2160000	1.5	1.5	1085	0.08011428571428572	9.09e-05	0.6208978851636251
2170000	1.52	1.55	1087	0.07994285714285715	9.080000000000001e-05	0.6212562163670857
2180000	1.57	1.57	1090	0.07977142857142858	9.070000000000001e-05	0.6207825700441997
2190000	1.58	1.67	1092	0.0796	9.06e-05	0.6218432823816935
2200000	1.65	1.67	1094	0.07942857142857143	9.05e-05	0.6247382442156474
2210000	1.68	1.68	1096	0.07925714285714286	9.04e-05	0.620187497138977
2220000	1.94	1.94	1098	0.07908571428571429	9.03e-05	0.619973611831665
2230000	2.02	2.02	1100	0.07891428571428571	9.02e-05	0.622679841518402
2240000	2.21	2.21	1102	0.07874285714285714	9.010000000000001e-05	0.6245951731999715
2250000	2.5	2.5	1105	0.07857142857142857	9e-05	0.6188794732093811
2260000	2.78	2.78	1107	0.0784	8.99e-05	0.620152489344279
2270000	3.27	3.27	1110	0.07822857142857143	8.98e-05	0.6219507892926533
2280000	3.38	3.38	1112	0.07805714285714285	8.970000000000001e-05	0.6175602475802103
2290000	3.57	3.57	1114	0.07788571428571428	8.960000000000001e-05	0.6208413402239482
2300000	3.8	3.8	1117	0.07771428571428571	8.950000000000001e-05	0.6227853496869405
2310000	3.96	3.96	1119	0.07754285714285715	8.94e-05	0.6216520031293233
2320000	3.98	4.07	1121	0.07737142857142858	8.93e-05	0.6207815806070963
2330000	3.98	4.07	1123	0.0772	8.92e-05	0.62106986840566
2340000	3.97	4.07	1125	0.07702857142857143	8.91e-05	0.6192014217376709
2350000	4.15	4.15	1128	0.07685714285714286	8.900000000000001e-05	0.6227639238039653
2360000	4.35	4.35	1130	0.07668571428571429	8.89e-05	0.6205869595209758
2370000	4.44	4.44	1132	0.07651428571428572	8.88e-05	0.6225682536760966
2380000	4.62	4.62	1135	0.07634285714285714	8.87e-05	0.6260207533836365
2390000	4.83	4.83	1138	0.07617142857142857	8.86e-05	0.6187182068824768
2400000	5.11	5.11	1141	0.076	8.850000000000001e-05	0.6200013597806294
2410000	5.19	5.19	1143	0.07582857142857144	8.840000000000001e-05	0.624391496181488
2420000	5.47	5.47	1146	0.07565714285714287	8.83e-05	0.6251621564229329
2430000	5.58	5.58	1149	0.0754857142857143	8.82e-05	0.6191393375396729
2440000	5.72	5.72	1151	0.07531428571428572	8.81e-05	0.6247317830721537
2450000	6.03	6.03	1155	0.07514285714285715	8.8e-05	0.6202821294466655
2460000	6.3	6.3	1158	0.07497142857142858	8.790000000000001e-05	0.6223225831985474
2470000	6.48	6.48	1161	0.0748	8.78e-05	0.6224510788917541
2480000	6.68	6.68	1163	0.07462857142857143	8.77e-05	0.623042901357015
2490000	6.94	6.94	1166	0.07445714285714286	8.76e-05	0.6224380652109782
2500000	7.3	7.3	1170	0.07428571428571429	8.75e-05	0.6273077050844829
2510000	7.62	7.62	1173	0.07411428571428572	8.740000000000001e-05	0.6225709398587544
2520000	8.16	8.16	1177	0.07394285714285714	8.730000000000001e-05	0.6241103728612264
2530000	8.54	8.54	1180	0.07377142857142857	8.72e-05	0.6214410384496053
2540000	8.78	8.78	1184	0.0736	8.71e-05	0.6227952361106872
2550000	9.06	9.06	1187	0.07342857142857143	8.7e-05	0.6192311922709147
2560000	9.14	9.14	1189	0.07325714285714285	8.69e-05	0.6226113637288412
2570000	9.35	9.35	1192	0.07308571428571428	8.680000000000001e-05	0.621757694085439
2580000	9.53	9.53	1195	0.07291428571428571	8.67e-05	0.6238805413246155
2590000	9.78	9.78	1198	0.07274285714285714	8.66e-05	0.627213430404663
2600000	9.97	9.98	1201	0.07257142857142856	8.65e-05	0.6233863035837809
2610000	10.04	10.04	1204	0.0724	8.64e-05	0.6213901956876119
2620000	10.22	10.22	1208	0.07222857142857143	8.630000000000001e-05	0.622560707728068
2630000	10.39	10.39	1211	0.07205714285714286	8.620000000000001e-05	0.6227468927701314
2640000	10.48	10.48	1214	0.07188571428571429	8.61e-05	0.6210132201512655
2650000	10.58	10.58	1217	0.07171428571428572	8.6e-05	0.6244277199109395
2660000	10.89	10.89	1221	0.07154285714285714	8.59e-05	0.6221159378687541
2670000	11.1	11.1	1224	0.07137142857142857	8.58e-05	0.6245760560035706
2680000	11.19	11.19	1227	0.0712	8.570000000000001e-05	0.6230193734169006
2690000	11.28	11.28	1230	0.07102857142857143	8.560000000000001e-05	0.6249510645866394
2700000	11.54	11.54	1234	0.07085714285714285	8.55e-05	0.6296115358670552
2710000	11.67	11.67	1237	0.07068571428571428	8.54e-05	0.625967280069987
2720000	11.91	11.91	1242	0.07051428571428571	8.53e-05	0.6220130205154419
2730000	12.15	12.15	1245	0.07034285714285715	8.520000000000001e-05	0.6222291588783264
2740000	12.37	12.37	1249	0.07017142857142858	8.510000000000001e-05	0.6209131995836894
2750000	12.61	12.61	1253	0.07	8.5e-05	0.6218105951944987
2760000	12.82	12.82	1257	0.06982857142857143	8.49e-05	0.6227176705996196
2770000	12.99	12.99	1261	0.06965714285714286	8.48e-05	0.6240022857983907
2780000	13.12	13.12	1265	0.06948571428571429	8.47e-05	0.6208512624104817
2790000	13.07	13.17	1268	0.06931428571428572	8.46e-05	0.6215490182240804
2800000	13.03	13.17	1273	0.06914285714285714	8.450000000000001e-05	0.6236852765083313
2810000	13.08	13.17	1277	0.06897142857142857	8.44e-05	0.6207249402999878
2820000	13.14	13.17	1281	0.0688	8.43e-05	0.6236800829569499
2830000	13.36	13.38	1286	0.06862857142857143	8.42e-05	0.6207998832066853
2840000	13.66	13.66	1290	0.06845714285714286	8.410000000000001e-05	0.6205524007479349
2850000	14.11	14.11	1295	0.06828571428571428	8.400000000000001e-05	0.6220099965731303
2860000	14.34	14.34	1299	0.06811428571428571	8.39e-05	0.6235530893007915
2870000	14.72	14.72	1304	0.06794285714285714	8.38e-05	0.6239555954933167
2880000	14.93	14.96	1309	0.06777142857142857	8.37e-05	0.6218341072400411
2890000	15.24	15.24	1314	0.0676	8.36e-05	0.6217372337977092
2900000	15.63	15.63	1319	0.06742857142857142	8.35e-05	0.6206857164700826
2910000	15.96	15.96	1324	0.06725714285714286	8.340000000000001e-05	0.6222482641537984
2920000	16.17	16.17	1328	0.06708571428571429	8.33e-05	0.6218362132708232
2930000	16.14	16.2	1332	0.06691428571428572	8.32e-05	0.6173810402552287
2940000	16.25	16.25	1336	0.06674285714285715	8.31e-05	0.6199347654978434
2950000	16.35	16.35	1341	0.06657142857142857	8.3e-05	0.6283732732137044
2960000	16.4	16.4	1345	0.0664	8.290000000000001e-05	0.6204385757446289
2970000	16.52	16.52	1350	0.06622857142857143	8.280000000000001e-05	0.6227038105328878
2980000	16.59	16.59	1354	0.06605714285714286	8.27e-05	0.6222681442896525
2990000	16.59	16.63	1358	0.0658857142857143	8.26e-05	0.6234371622403463
3000000	16.63	16.63	1363	0.06571428571428573	8.25e-05	0.6203176220258076
3010000	16.77	16.77	1367	0.06554285714285715	8.24e-05	0.6253546873728434
3020000	16.96	16.96	1372	0.06537142857142858	8.230000000000001e-05	0.6257733583450318
3030000	17.01	17.01	1377	0.06520000000000001	8.22e-05	0.6204117059707641
3040000	17.01	17.05	1381	0.06502857142857144	8.21e-05	0.6213870525360108
3050000	17.12	17.12	1386	0.06485714285714286	8.2e-05	0.6217238903045654
3060000	17.13	17.14	1390	0.06468571428571429	8.190000000000001e-05	0.6263014197349548
3070000	17.18	17.18	1395	0.06451428571428572	8.180000000000001e-05	0.6226287643114726
3080000	17.22	17.24	1400	0.06434285714285715	8.170000000000001e-05	0.6231106599171956
3090000	17.25	17.25	1405	0.06417142857142857	8.16e-05	0.6239222208658854
3100000	17.15	17.25	1409	0.064	8.15e-05	0.6230874578158061
3110000	17.22	17.25	1414	0.06382857142857143	8.14e-05	0.6236400643984477
3120000	17.32	17.32	1420	0.06365714285714286	8.13e-05	0.6213857531547546
3130000	17.33	17.33	1425	0.06348571428571428	8.120000000000001e-05	0.6219483455022176
3140000	17.48	17.48	1430	0.06331428571428571	8.11e-05	0.6238247195879618
3150000	17.62	17.62	1435	0.06314285714285714	8.1e-05	0.6236653447151184
3160000	17.67	17.69	1440	0.06297142857142857	8.09e-05	0.6229203184445699
3170000	17.63	17.69	1444	0.0628	8.08e-05	0.6224588950475057
3180000	17.7	17.7	1449	0.06262857142857142	8.070000000000001e-05	0.6218852321306865
3190000	17.73	17.78	1454	0.06245714285714286	8.060000000000001e-05	0.6255136370658875
3200000	17.77	17.78	1458	0.062285714285714285	8.05e-05	0.623233147462209
3210000	17.82	17.82	1463	0.06211428571428571	8.04e-05	0.6224824150403341
3220000	17.96	17.96	1469	0.06194285714285714	8.03e-05	0.6219300746917724
3230000	17.98	17.98	1473	0.06177142857142857	8.02e-05	0.6248994310696919
3240000	17.98	18.01	1478	0.0616	8.01e-05	0.6207062005996704
3250000	18.1	18.11	1484	0.06142857142857143	8e-05	0.6222932457923889
3260000	18.24	18.24	1489	0.06125714285714286	7.99e-05	0.6258425156275431
3270000	18.29	18.33	1494	0.061085714285714285	7.98e-05	0.6220512906710307
3280000	18.27	18.33	1499	0.06091428571428572	7.97e-05	0.6238611777623494
3290000	18.32	18.33	1504	0.06074285714285715	7.960000000000001e-05	0.6212552547454834
3300000	18.4	18.4	1508	0.060571428571428575	7.950000000000001e-05	0.6240357001622517
3310000	18.36	18.4	1513	0.0604	7.94e-05	0.6255708694458008
3320000	18.32	18.4	1518	0.06022857142857143	7.93e-05	0.6277887701988221
3330000	18.34	18.4	1523	0.06005714285714286	7.92e-05	0.6250988602638244
3340000	18.34	18.4	1528	0.059885714285714285	7.91e-05	0.6229308724403382
3350000	18.43	18.43	1532	0.05971428571428571	7.900000000000001e-05	0.6221896886825562
3360000	18.45	18.45	1537	0.05954285714285714	7.890000000000001e-05	0.6244625409444173
3370000	18.51	18.51	1542	0.059371428571428575	7.88e-05	0.6276155233383178
3380000	18.58	18.61	1548	0.0592	7.87e-05	0.6273133913675945
3390000	18.58	18.61	1552	0.05902857142857143	7.86e-05	0.6240550915400187
3400000	18.66	18.66	1557	0.05885714285714286	7.850000000000001e-05	0.625243890285492
3410000	18.63	18.7	1562	0.058685714285714285	7.840000000000001e-05	0.6252843976020813
3420000	18.6	18.7	1567	0.05851428571428571	7.83e-05	0.6248859763145447
3430000	18.52	18.7	1572	0.05834285714285714	7.82e-05	0.621920394897461
3440000	18.58	18.7	1576	0.05817142857142857	7.81e-05	0.624565597375234
3450000	18.48	18.7	1581	0.058	7.8e-05	0.6248013734817505
3460000	18.39	18.7	1586	0.05782857142857143	7.79e-05	0.6258482257525126
3470000	18.37	18.7	1591	0.05765714285714286	7.780000000000001e-05	0.6236133416493733
3480000	18.42	18.7	1596	0.057485714285714286	7.77e-05	0.6256487170855204
3490000	18.48	18.7	1602	0.05731428571428571	7.76e-05	0.6232804973920186
3500000	18.48	18.7	1607	0.05714285714285715	7.75e-05	0.6246941566467286
3510000	18.46	18.7	1612	0.056971428571428576	7.740000000000001e-05	0.6263344685236613
3520000	18.42	18.7	1617	0.0568	7.730000000000001e-05	0.6255769252777099
3530000	18.31	18.7	1622	0.05662857142857143	7.72e-05	0.6226502299308777
3540000	18.36	18.7	1627	0.05645714285714286	7.71e-05	0.62361554702123
3550000	18.29	18.7	1631	0.056285714285714286	7.7e-05	0.6250240802764893
3560000	18.28	18.7	1636	0.056114285714285714	7.69e-05	0.6215699791908265
3570000	18.29	18.7	1641	0.05594285714285714	7.68e-05	0.6261373678843181
