Time	Iteration	AverageReturn	FinalReward	StdReturn	MaxReturn	MinReturn	EpLenMean	EpLenStd	TimestepsThisBatch	TimestepsSoFar	ValAverageReturn	ValFinalReward
10.52040719985962	0	-170.3730134015793	-9.351212520439734	67.15253602402105	-39.28896327713166	-356.6315817790514	20.0	0.0	1020	10020	-160.84801607229025	-8.634217384048744
20.129796028137207	1	-166.1445008363129	-9.025945431239828	67.05444268124903	-36.027983620010254	-369.747396614758	20.0	0.0	1020	20040	-156.68381653721	-8.180096242080234
29.128359079360962	2	-174.41520878650357	-9.293166470819079	62.80761877782626	-31.16000423326341	-422.6465926175933	20.0	0.0	1020	30060	-160.02535901532138	-8.569620790037987
38.3836407661438	3	-163.9189053124742	-8.76208298435276	64.3938739320248	-31.430477246545976	-362.7939055033678	20.0	0.0	1020	40080	-150.53391240257326	-8.377445621127878
47.561227798461914	4	-164.0066623045599	-8.778185944961114	67.27510938982347	-29.169476314989915	-344.42232308370376	20.0	0.0	1020	50100	-141.40924467440973	-7.60800064708206
56.70348358154297	5	-157.70109643827138	-8.47537615531356	66.30263490542401	-21.8838813014963	-310.5452296156424	20.0	0.0	1020	60120	-153.77698133848003	-7.8643779015408635
65.74138236045837	6	-155.4065276685732	-8.102529590001824	68.39451278135276	-25.845492146296227	-364.876031660579	20.0	0.0	1020	70140	-142.6274014651706	-7.707388082620855
74.90280103683472	7	-157.13099757056324	-8.172693826105567	63.55459238982841	-23.738244696489726	-412.17426163716465	20.0	0.0	1020	80160	-143.01868695958154	-7.117855960616228
84.14909553527832	8	-152.27557291095752	-7.6726422788538535	63.88876716631521	-18.474633115519456	-318.2508870711941	20.0	0.0	1020	90180	-163.81421589059238	-8.337212972040382
93.2435872554779	9	-155.81270064292247	-7.968261132845665	65.43623534743864	-26.541441335253378	-424.16245996298255	20.0	0.0	1020	100200	-159.50604975044396	-7.6446603548728165
102.52256488800049	10	-157.99291245547647	-8.134550686245408	67.31814029564244	-22.168112836349355	-361.82539367665225	20.0	0.0	1020	110220	-163.83274337727406	-8.712585898631108
111.70909810066223	11	-161.49151419074178	-8.124814308744181	72.08579302286327	-27.162402808419323	-433.449498008148	20.0	0.0	1020	120240	-154.1757105689949	-7.722309128453359
120.89994263648987	12	-158.9427850380555	-7.943458502387738	64.09418888261843	-30.05164800579478	-351.25614287956057	20.0	0.0	1020	130260	-149.74040118925143	-7.629643795009395
130.1235055923462	13	-164.87896585020505	-8.42838668725028	69.79546955501516	-20.82750723494108	-415.0357022028173	20.0	0.0	1020	140280	-146.98299401417898	-7.327866598635963
139.3623275756836	14	-164.2264043930018	-8.188596953397408	69.19796375322535	-30.62808947884789	-361.7424971461575	20.0	0.0	1020	150300	-163.6768671164983	-7.6600555015647505
