Time	Iteration	AverageReturn	StdReturn	MaxReturn	MinReturn	EpLenMean	EpLenStd	TimestepsThisBatch	TimestepsSoFar
1.553016185760498	0	17.05	6.7117434	43.0	9.0	17.05	6.711743439673479	1023	1023
2.0928397178649902	1	31.5	21.31021	105.0	13.0	31.5	21.310208821126086	1008	2031
2.559805154800415	2	42.125	21.614641	92.0	14.0	42.125	21.61464106417993	1011	3042
3.038085460662842	3	58.27778	25.529514	107.0	21.0	58.27777777777778	25.52951571885973	1049	4091
3.5017364025115967	4	68.066666	36.132103	135.0	16.0	68.06666666666666	36.132103300097114	1021	5112
3.9907262325286865	5	133.375	44.600834	196.0	69.0	133.375	44.6008337926546	1067	6179
4.478193759918213	6	97.36364	44.593666	199.0	49.0	97.36363636363636	44.5936659327568	1071	7250
5.024580240249634	7	147.5	21.771542	184.0	107.0	147.5	21.77154105707724	1180	8430
5.516107082366943	8	179.66667	25.727201	200.0	130.0	179.66666666666666	25.727201341943296	1078	9508
6.056102275848389	9	170.42857	33.27314	200.0	115.0	170.42857142857142	33.27314293565197	1193	10701
6.587154150009155	10	195.66667	9.689628	200.0	174.0	195.66666666666666	9.689627902499089	1174	11875
7.068568229675293	11	173.16667	27.594786	200.0	130.0	173.16666666666666	27.59478614199107	1039	12914
7.609419584274292	12	197.16667	4.487637	200.0	188.0	197.16666666666666	4.487637339278753	1183	14097
8.114346742630005	13	185.0	33.54102	200.0	110.0	185.0	33.54101966249684	1110	15207
8.59001874923706	14	174.33333	20.278614	200.0	143.0	174.33333333333334	20.27861489900684	1046	16253
9.074246644973755	15	152.14285	27.28908	200.0	120.0	152.14285714285714	27.289079822357888	1065	17318
9.571503639221191	16	181.0	14.083087	200.0	165.0	181.0	14.083086782851739	1086	18404
10.07043719291687	17	182.16667	25.49782	200.0	140.0	182.16666666666666	25.497821257685704	1093	19497
10.598896503448486	18	192.83333	16.025154	200.0	157.0	192.83333333333334	16.02515383874849	1157	20654
11.144171476364136	19	198.33333	3.72678	200.0	190.0	198.33333333333334	3.7267799624996494	1190	21844
11.694111824035645	20	200.0	0.0	200.0	200.0	200.0	0.0	1200	23044
12.237236261367798	21	200.0	0.0	200.0	200.0	200.0	0.0	1200	24244
12.786656618118286	22	200.0	0.0	200.0	200.0	200.0	0.0	1200	25444
13.33459210395813	23	200.0	0.0	200.0	200.0	200.0	0.0	1200	26644
13.879486799240112	24	200.0	0.0	200.0	200.0	200.0	0.0	1200	27844
14.429739475250244	25	200.0	0.0	200.0	200.0	200.0	0.0	1200	29044
14.97452998161316	26	200.0	0.0	200.0	200.0	200.0	0.0	1200	30244
15.521690607070923	27	200.0	0.0	200.0	200.0	200.0	0.0	1200	31444
16.06166386604309	28	198.16667	4.0994577	200.0	189.0	198.16666666666666	4.099457958749614	1189	32633
16.603622913360596	29	196.83333	7.080882	200.0	181.0	196.83333333333334	7.080881928749334	1181	33814
17.152503490447998	30	200.0	0.0	200.0	200.0	200.0	0.0	1200	35014
17.695014238357544	31	200.0	0.0	200.0	200.0	200.0	0.0	1200	36214
18.24132466316223	32	200.0	0.0	200.0	200.0	200.0	0.0	1200	37414
18.77263879776001	33	193.5	12.829003	200.0	165.0	193.5	12.829003598617211	1161	38575
19.30504584312439	34	193.66667	14.161765	200.0	162.0	193.66666666666666	14.16176385749867	1162	39737
19.814926624298096	35	185.5	12.945398	200.0	167.0	185.5	12.945398152754258	1113	40850
20.32553243637085	36	159.71428	12.429392	186.0	148.0	159.71428571428572	12.42939241951783	1118	41968
20.79479742050171	37	170.83333	28.754229	200.0	130.0	170.83333333333334	28.75422674243833	1025	42993
21.302501440048218	38	138.875	29.263618	200.0	97.0	138.875	29.263618624496868	1111	44104
21.812755346298218	39	139.875	40.955578	200.0	93.0	139.875	40.95557806941565	1119	45223
22.295145988464355	40	151.71428	36.40531	200.0	100.0	151.71428571428572	36.40531470507445	1062	46285
22.783564567565918	41	117.666664	26.629139	176.0	83.0	117.66666666666667	26.629140262335003	1059	47344
23.241047143936157	42	125.875	28.846306	178.0	87.0	125.875	28.846306089341837	1007	48351
23.71781897544861	43	115.55556	23.499935	155.0	74.0	115.55555555555556	23.499934331402862	1040	49391
24.21594214439392	44	157.0	31.708494	200.0	115.0	157.0	31.708493679589566	1099	50490
24.683476209640503	45	113.111115	18.999676	159.0	90.0	113.11111111111111	18.999675110932493	1018	51508
25.188132762908936	46	139.0	33.105892	200.0	101.0	139.0	33.1058907144937	1112	52620
25.660921812057495	47	148.57143	30.973984	196.0	98.0	148.57142857142858	30.973985134335567	1040	53660
26.12730312347412	48	127.75	43.682804	200.0	84.0	127.75	43.68280554176895	1022	54682
26.637795448303223	49	137.625	32.468975	175.0	91.0	137.625	32.468975576694746	1101	55783
27.1831636428833	50	132.66667	27.900618	200.0	95.0	132.66666666666666	27.900617277122105	1194	56977
27.690311670303345	51	160.14285	41.152775	200.0	99.0	160.14285714285714	41.15277658200189	1121	58098
28.160780668258667	52	147.57143	37.71645	200.0	106.0	147.57142857142858	37.71645015434112	1033	59131
28.62941312789917	53	115.44444	30.159246	171.0	73.0	115.44444444444444	30.159248115852957	1039	60170
29.09483766555786	54	128.25	43.071888	200.0	86.0	128.25	43.071887583434275	1026	61196
29.5669903755188	55	113.44444	28.202093	179.0	76.0	113.44444444444444	28.202092558733263	1021	62217
30.042130708694458	56	130.125	35.473362	200.0	92.0	130.125	35.47336148435894	1041	63258
30.545181274414062	57	121.77778	24.393888	164.0	87.0	121.77777777777777	24.393887111222387	1096	64354
