,Itr,ReturnAvg,ReturnStd,ReturnMin,ReturnMax,TrainingLossStart,TrainingLossFinal
0,-1,-154.44855628994577,28.277340892367693,-206.70231101461923,-113.58862466465723,,
1,0,60.25897646205668,32.58376680454553,0.2173400667319929,110.56204362011468,1.038653016090393,0.028800182044506073
2,1,97.25415182763416,29.56483817388883,64.13016845908257,163.07610563144917,0.05043437331914902,0.02918052300810814
3,2,196.75445172775952,32.00630105808811,157.82437564292826,275.4321998346132,0.03009243682026863,0.0160023495554924
4,3,242.58097377942653,29.18322845964612,179.60980851302105,273.9635100126931,0.022084668278694153,0.010709181427955627
5,4,329.7966855394099,32.212229684894716,288.42531396892286,392.4106824088916,0.017409849911928177,0.012202090583741665
6,5,314.05936871650505,44.08596454330005,240.4328915722413,374.0128569309877,0.012528158724308014,0.010313412174582481
7,6,385.1036731217736,30.635767240502236,312.1274485253424,432.40700293105294,0.01171160489320755,0.008915652520954609
8,7,363.1609414275792,53.945699808722146,297.3735273471414,461.028914158945,0.008795546367764473,0.008448702283203602
9,8,337.0363538972254,38.02832317843396,270.3447861548927,404.4963043242052,0.008216199465095997,0.006756926421076059
10,9,415.79354244152347,40.17526614127544,349.9952671610089,509.76816846326074,0.00660173874348402,0.008616394363343716
11,10,437.19204118523896,40.897486414798884,369.6984186259908,534.1465332370542,0.007307468447834253,0.006131606176495552
