Time	Iteration	AverageReturn	StdReturn	MaxReturn	MinReturn	EpLenMean	EpLenStd	Unmodified Rewards Mean	Unmodified Rewards Std	Modified Rewards Mean	Modified Rewards Std	Log Likelihood Mean	Log Likelihood Std	KL Divergence Mean	KL Divergence Std	Negative ELBo	TimestepsThisBatch	TimestepsSoFar
7.107430696487427	0	-0.43710944	0.08427604	-0.28531256	-0.62254745	21.0	0.0	-0.020814737	-0.020814737	-0.020939123	-0.020939123	-0.70151454	0.039448623	9.8917546e-05	6.239479e-05	0.7015244	1008	1008
12.890009641647339	1	-0.40961424	0.08900373	-0.21952347	-0.6078672	21.0	0.0	-0.01950544	-0.01950544	-0.019541895	-0.019541895	-0.6960205	0.035882078	0.00019629863	0.00016544695	0.69604003	1008	2016
17.49994468688965	2	-0.42560685	0.08100995	-0.2239734	-0.6009748	21.0	0.0	-0.020266991	-0.020266991	-0.020501086	-0.020501086	-0.6909864	0.021692779	0.00019573641	0.00016347293	0.691006	1008	3024
22.084819793701172	3	-0.4229922	0.09019207	-0.28381118	-0.63303685	21.0	0.0	-0.020142483	-0.020142483	-0.02022934	-0.02022934	-0.69311565	0.020524945	0.00014832072	7.715192e-05	0.6931305	1008	4032
26.662123680114746	4	-0.42788473	0.07718699	-0.25743422	-0.622002	21.0	0.0	-0.020375464	-0.020375464	-0.020474192	-0.020474192	-0.69412863	0.017405057	0.0002763154	0.00024929395	0.6941563	1008	5040
31.251636505126953	5	-0.4199027	0.08161713	-0.17407456	-0.5768596	21.0	0.0	-0.019995367	-0.019995367	-0.019893728	-0.019893728	-0.69385177	0.022381766	0.000883761	0.0011656514	0.6939401	1008	6048
35.84766101837158	6	-0.4478911	0.097572096	-0.24321753	-0.68512934	21.0	0.0	-0.021328146	-0.021328146	-0.021485286	-0.021485286	-0.69442725	0.017581057	0.000279136	0.0004471565	0.69445515	1008	7056
40.45802140235901	7	-0.42317477	0.08784188	-0.2350111	-0.6203632	21.0	0.0	-0.02015118	-0.02015118	-0.020219296	-0.020219296	-0.6909369	0.01614937	0.00033837382	0.0004121816	0.6909708	1008	8064
45.034677028656006	8	-0.43993333	0.09056984	-0.25719425	-0.5989524	21.0	0.0	-0.020949207	-0.020949207	-0.02104587	-0.02104587	-0.6940876	0.016960772	0.00040604506	0.0005820186	0.6941283	1008	9072
49.63349652290344	9	-0.42789182	0.10106298	-0.27866203	-0.697809	21.0	0.0	-0.020375803	-0.020375803	-0.020420946	-0.020420946	-0.6897851	0.021641495	0.0006583119	0.0010286627	0.6898509	1008	10080
54.2595648765564	10	-0.495707	0.10473655	-0.29513162	-0.73643935	21.0	0.0	-0.023605097	-0.023605097	-0.020247985	-0.020247985	-0.6652157	0.1754574	0.13348895	0.17392221	0.67856455	1008	11088
58.855199575424194	11	-0.4689742	0.12394897	-0.16331378	-0.8502267	21.0	0.0	-0.022332104	-0.022332104	-0.022146543	-0.022146543	-0.68649536	0.037258834	0.00618793	0.0073185717	0.6871141	1008	12096
63.461899518966675	12	-0.46194747	0.10942822	-0.23685841	-0.7376867	21.0	0.0	-0.0219975	-0.0219975	-0.021911612	-0.021911612	-0.6910391	0.025566515	0.0022238402	0.003155715	0.6912615	1008	13104
68.03443598747253	13	-0.5242267	0.1093792	-0.280774	-0.86057264	21.0	0.0	-0.024963178	-0.024963178	-0.020139841	-0.020139841	-0.6776668	0.22924252	0.2315235	0.2010352	0.70081913	1008	14112
72.64976668357849	14	-0.5303609	0.11802922	-0.27489516	-0.9434599	21.0	0.0	-0.025255276	-0.025255276	-0.01600935	-0.01600935	-0.67121166	0.2641461	0.2823208	0.21896605	0.69944376	1008	15120
77.27492117881775	15	-0.55855393	0.15500604	-0.29475102	-0.9668703	21.0	0.0	-0.026597807	-0.026597807	-0.021153197	-0.021153197	-0.68855333	0.24514581	0.19895793	0.18555613	0.7084491	1008	16128
81.89468812942505	16	-0.5708266	0.12594067	-0.26791275	-1.0021069	21.0	0.0	-0.027182221	-0.027182221	-0.021763677	-0.021763677	-0.6222724	0.22540152	0.23818506	0.21092126	0.6460908	1008	17136
86.47995471954346	17	-0.56165594	0.14216945	-0.2749018	-0.8940567	21.0	0.0	-0.02674552	-0.02674552	-0.025211005	-0.025211005	-0.70323735	0.136388	0.103376366	0.09502859	0.71357495	1008	18144
91.08240365982056	18	-0.64861315	0.13799429	-0.371785	-1.1174221	21.0	0.0	-0.030886339	-0.030886339	-0.022250887	-0.022250887	-0.62937033	0.24465004	0.2634861	0.19598946	0.6557189	1008	19152
95.70545101165771	19	-0.624325	0.12261392	-0.40648457	-0.9458603	21.0	0.0	-0.029729761	-0.029729761	-0.02346102	-0.02346102	-0.6677209	0.2218023	0.23164351	0.2041121	0.6908853	1008	20160
100.27829647064209	20	-0.6328473	0.12998906	-0.3294741	-0.84910154	21.0	0.0	-0.030135587	-0.030135587	-0.02489049	-0.02489049	-0.6972836	0.2772001	0.23123373	0.20062387	0.7204069	1008	21168
104.89062452316284	21	-0.6759053	0.13463086	-0.46754175	-0.9749252	21.0	0.0	-0.032185964	-0.032185964	-0.023849208	-0.023849208	-0.65005934	0.24112403	0.23711073	0.22502252	0.67377037	1008	22176
109.50695586204529	22	-0.62813205	0.15063837	-0.3758649	-1.0617639	21.0	0.0	-0.029911049	-0.029911049	-0.01740275	-0.01740275	-0.6094814	0.31051117	0.34671444	0.26543018	0.6441528	1008	23184
114.1702094078064	23	0.8286932	4.944414	19.286	-0.82840496	21.0	0.0	0.039461583	0.039461583	0.054737266	0.054737266	-0.5936489	0.30803564	0.4424852	0.32448098	0.63789743	1008	24192
118.76912093162537	24	-0.20196293	2.8553727	19.350225	-1.0035622	21.0	0.0	-0.00961728	-0.00961728	0.0032624314	0.0032624314	-0.65969664	0.30483794	0.37411448	0.22486308	0.6971081	1008	25200
123.35773181915283	25	0.4007142	5.0369897	28.978775	-1.012617	21.0	0.0	0.019081626	0.019081626	0.034745663	0.034745663	-0.65854967	0.36789423	0.43969244	0.27707905	0.70251894	1008	26208
127.98221802711487	26	2.286039	7.3140492	39.32128	-1.0113583	21.0	0.0	0.108859	0.108859	0.1346714	0.1346714	-0.59446037	0.40361497	0.6363071	0.3256728	0.6580911	1008	27216
132.5667417049408	27	6.635403	16.73298	78.970024	-0.92866105	21.0	0.0	0.3159716	0.3159716	0.35056078	0.35056078	-0.6029924	0.46014342	0.9247613	0.41199857	0.69546854	1008	28224
137.1581678390503	28	8.6855135	19.871422	88.980705	-0.93240196	21.0	0.0	0.41359583	0.41359583	0.46604878	0.46604878	-0.4139421	0.44975013	1.2124908	0.39767134	0.5351912	1008	29232
141.8032624721527	29	15.358493	21.581505	79.13556	-0.8040705	21.0	0.0	0.7313568	0.7313568	0.78122747	0.78122747	-0.46105045	0.4438635	1.451291	0.5680257	0.6061796	1008	30240
146.40263628959656	30	24.709707	25.571653	89.03629	-0.7487026	21.0	0.0	1.1766526	1.1766526	1.2440763	1.2440763	-0.3907282	0.46329886	1.5716347	0.58352554	0.5478916	1008	31248
151.00974321365356	31	21.17831	22.312872	79.07916	-0.88963234	21.0	0.0	1.0084909	1.0084909	1.06424	1.06424	-0.45068973	0.5055277	1.6492524	0.7029601	0.61561495	1008	32256
155.62402367591858	32	23.44011	22.89505	79.22166	-0.7832248	21.0	0.0	1.1161957	1.1161957	1.1739136	1.1739136	-0.43009156	0.52445126	1.4248762	0.45904896	0.57257915	1008	33264
160.19861602783203	33	27.814568	25.212557	79.11211	-0.80242246	21.0	0.0	1.3245031	1.3245031	1.3819903	1.3819903	-0.42914367	0.50600564	1.4156601	0.3843472	0.5707097	1008	34272
164.80007410049438	34	22.561852	23.113394	79.05586	-0.8896636	21.0	0.0	1.0743738	1.0743738	1.1318698	1.1318698	-0.51380706	0.5669123	1.5515146	0.5395111	0.6689585	1008	35280
169.38637852668762	35	32.315853	23.091951	99.03311	-0.78879994	21.0	0.0	1.5388501	1.5388501	1.6038566	1.6038566	-0.46143425	0.6061334	1.4600873	0.47107998	0.607443	1008	36288
174.00981974601746	36	34.36404	27.71428	89.12483	-1.0893164	21.0	0.0	1.6363829	1.6363829	1.6996251	1.6996251	-0.38395357	0.5336921	1.4804387	0.4482072	0.53199744	1008	37296
178.64307117462158	37	36.01379	26.401197	79.17732	-0.97002554	21.0	0.0	1.7149423	1.7149423	1.7727433	1.7727433	-0.3588364	0.46905532	1.4766128	0.5170188	0.5064977	1008	38304
183.21835017204285	38	33.500267	27.383432	88.91346	-1.0427718	21.0	0.0	1.595251	1.595251	1.6439734	1.6439734	-0.41094786	0.5064973	1.4648476	0.5547615	0.5574326	1008	39312
187.79481101036072	39	38.442043	24.613438	88.916214	-1.0113283	21.0	0.0	1.8305737	1.8305737	1.8831763	1.8831763	-0.331339	0.5834881	1.3902851	0.5084073	0.4703675	1008	40320
192.4266231060028	40	37.801968	27.61793	88.98078	-1.2821064	21.0	0.0	1.8000937	1.8000937	1.8516765	1.8516765	-0.35263076	0.42581603	1.3668722	0.45579612	0.489318	1008	41328
197.06625199317932	41	45.28235	24.71586	98.606026	-0.9028676	21.0	0.0	2.1563022	2.1563022	2.2080035	2.2080035	-0.42970663	0.5044203	1.3667772	0.51681525	0.5663843	1008	42336
201.67739915847778	42	45.684437	27.235981	98.90354	-0.8580246	21.0	0.0	2.1754494	2.1754494	2.2222345	2.2222345	-0.45208	0.45688805	1.1441109	0.3945962	0.5664911	1008	43344
206.28762245178223	43	42.77895	31.09223	108.70222	-1.087945	21.0	0.0	2.0370927	2.0370927	2.0805037	2.0805037	-0.554803	0.57187855	1.2424464	0.46020702	0.6790476	1008	44352
210.86881279945374	44	56.466717	20.4249	98.79387	-1.217849	21.0	0.0	2.6888912	2.6888912	2.7307737	2.7307737	-0.3839991	0.4192834	1.1427912	0.53223985	0.49827823	1008	45360
215.5086545944214	45	52.73392	23.070967	108.71095	-0.94832766	21.0	0.0	2.511139	2.511139	2.552833	2.552833	-0.5329675	0.52193886	1.1326954	0.50096387	0.646237	1008	46368
220.13791728019714	46	56.878986	25.892292	108.78076	-0.85526615	21.0	0.0	2.708523	2.708523	2.747753	2.747753	-0.43431655	0.45207772	1.1391163	0.49125057	0.5482282	1008	47376
224.7897171974182	47	60.321045	25.292645	108.41374	-0.88782346	21.0	0.0	2.8724308	2.8724308	2.9167948	2.9167948	-0.54173946	0.4780672	1.0962551	0.4975305	0.6513649	1008	48384
229.3953640460968	48	56.82282	30.995127	108.42511	-0.92167497	21.0	0.0	2.7058482	2.7058482	2.7465258	2.7465258	-0.5002184	0.4811251	1.3314967	0.7069836	0.63336813	1008	49392
233.9846043586731	49	68.450035	22.88641	108.476105	8.901912	21.0	0.0	3.2595253	3.2595253	3.2955475	3.2955475	-0.56209415	0.5808472	1.0933741	0.49086016	0.6714316	1008	50400
238.58985042572021	50	67.20631	24.214859	118.73814	9.071502	21.0	0.0	3.2003005	3.2003005	3.2367234	3.2367234	-0.4819433	0.4069257	1.1226602	0.62857455	0.5942093	1008	51408
243.16400957107544	51	75.66668	20.860039	108.75236	28.742405	21.0	0.0	3.6031752	3.6031752	3.6353717	3.6353717	-0.50506914	0.43414947	1.1017175	0.67689484	0.6152409	1008	52416
247.74730443954468	52	71.05657	24.835468	128.62137	-0.9233955	21.0	0.0	3.3836465	3.3836465	3.415928	3.415928	-0.5498933	0.44651344	0.9107897	0.4026542	0.6409723	1008	53424
252.34324979782104	53	77.89342	21.453796	118.364525	19.067165	21.0	0.0	3.7092104	3.7092104	3.737749	3.737749	-0.5445931	0.44422555	0.9363004	0.5852362	0.6382232	1008	54432
256.92863154411316	54	83.74513	20.511295	118.40462	38.914055	21.0	0.0	3.9878635	3.9878635	4.011677	4.011677	-0.44699717	0.36205912	1.0419312	0.7142832	0.55119026	1008	55440
261.5344521999359	55	81.63613	18.710543	118.71191	38.86724	21.0	0.0	3.8874347	3.8874347	3.9110632	3.9110632	-0.5438449	0.3659959	1.057391	0.7011753	0.649584	1008	56448
266.1338412761688	56	84.28019	24.098759	128.18025	-0.9069475	21.0	0.0	4.0133424	4.0133424	4.0383267	4.0383267	-0.52211404	0.3929771	0.9029622	0.6634447	0.6124103	1008	57456
270.7122142314911	57	89.48886	21.344004	118.5483	9.287448	21.0	0.0	4.261374	4.261374	4.2850614	4.2850614	-0.53181577	0.342782	0.8864689	0.6127105	0.62046266	1008	58464
275.33191561698914	58	91.533966	16.686207	128.25482	58.579212	21.0	0.0	4.3587604	4.3587604	4.3904223	4.3904223	-0.47829777	0.39716238	1.0158325	0.6344764	0.57988095	1008	59472
279.9589409828186	59	85.52508	21.658276	118.61025	28.93348	21.0	0.0	4.0726223	4.0726223	4.099371	4.099371	-0.5402417	0.36312318	0.94749844	0.7656453	0.6349915	1008	60480
284.55508255958557	60	89.05939	17.470697	118.563126	28.59608	21.0	0.0	4.2409234	4.2409234	4.2641315	4.2641315	-0.5781734	0.36182702	0.96131545	0.5669081	0.674305	1008	61488
289.19038128852844	61	88.37494	14.980675	118.41036	48.79628	21.0	0.0	4.2083306	4.2083306	4.2303987	4.2303987	-0.5043323	0.3446493	0.94322824	0.5421309	0.5986551	1008	62496
293.79464960098267	62	89.23827	17.993181	128.43631	38.96337	21.0	0.0	4.249441	4.249441	4.2725616	4.2725616	-0.53922606	0.3533563	1.1107178	0.80673534	0.6502979	1008	63504
298.4013147354126	63	94.20703	17.029673	128.30876	29.022308	21.0	0.0	4.486048	4.486048	4.519186	4.519186	-0.48853654	0.54603493	1.1430063	0.5705991	0.6028372	1008	64512
303.02499294281006	64	95.01974	14.665853	128.25845	68.58583	21.0	0.0	4.5247493	4.5247493	4.5632024	4.5632024	-0.47442514	0.5235014	1.3439271	0.48953483	0.6088178	1008	65520
307.5823004245758	65	95.61892	16.477009	138.17906	59.11091	21.0	0.0	4.553282	4.553282	4.593567	4.593567	-0.43920037	0.44840315	1.7285063	0.88001114	0.612051	1008	66528
312.14926409721375	66	95.60253	13.458214	118.573784	68.40245	21.0	0.0	4.5525007	4.5525007	4.589469	4.589469	-0.43496314	0.4810873	1.8277249	0.63035077	0.6177356	1008	67536
316.77064633369446	67	99.0911	16.078068	137.73671	58.947525	21.0	0.0	4.718624	4.718624	4.7683587	4.7683587	-0.50238657	0.49353555	1.7292843	0.55093783	0.675315	1008	68544
321.3666903972626	68	96.833336	14.596849	118.4082	58.810177	21.0	0.0	4.6111116	4.6111116	4.6596737	4.6596737	-0.47126257	0.50180876	2.0202403	0.5538282	0.67328656	1008	69552
325.9688229560852	69	97.25729	15.521458	128.27426	68.61582	21.0	0.0	4.6313	4.6313	4.6795163	4.6795163	-0.41154546	0.47730318	2.0390625	0.7205824	0.6154517	1008	70560
330.5190465450287	70	97.40485	14.65722	128.19618	58.649197	21.0	0.0	4.638326	4.638326	4.6817565	4.6817565	-0.49184835	0.53118056	2.0121136	0.6727478	0.69305974	1008	71568
335.1057507991791	71	100.51996	18.33197	148.03618	58.471786	21.0	0.0	4.7866645	4.7866645	4.83239	4.83239	-0.4195575	0.46047765	1.9175166	0.5702976	0.6113092	1008	72576
339.72514748573303	72	101.96497	17.271708	138.15744	58.48398	21.0	0.0	4.855475	4.855475	4.9045186	4.9045186	-0.38796175	0.43630224	1.9662842	0.57573617	0.58459014	1008	73584
344.3036096096039	73	101.09139	14.549175	128.36667	58.711086	21.0	0.0	4.8138757	4.8138757	4.86466	4.86466	-0.4179952	0.48558593	1.9419523	0.57064897	0.6121905	1008	74592
348.8867094516754	74	100.312065	13.832613	128.32133	68.847725	21.0	0.0	4.776765	4.776765	4.8228874	4.8228874	-0.3872503	0.4131658	1.9853784	0.6112282	0.58578813	1008	75600
353.445609331131	75	99.25055	15.280236	128.07784	68.54246	21.0	0.0	4.726217	4.726217	4.773153	4.773153	-0.45401832	0.5242922	2.0882106	0.5710018	0.66283935	1008	76608
357.9880020618439	76	101.077644	18.085623	128.31346	58.872597	21.0	0.0	4.813222	4.813222	4.8605924	4.8605924	-0.4371065	0.47771958	2.024446	0.5382661	0.6395511	1008	77616
362.5551209449768	77	102.97983	14.849813	128.37025	58.866047	21.0	0.0	4.903802	4.903802	4.9485445	4.9485445	-0.40882903	0.5951906	1.9302027	0.43439126	0.60184926	1008	78624
367.09619402885437	78	100.68595	13.358544	128.23683	68.53875	21.0	0.0	4.7945685	4.7945685	4.83828	4.83828	-0.44883615	0.4693787	2.0288706	0.622047	0.6517232	1008	79632
371.6657769680023	79	100.96163	16.049145	138.26918	58.579617	21.0	0.0	4.807697	4.807697	4.851695	4.851695	-0.43167585	0.44993773	1.9916672	0.6374907	0.63084257	1008	80640
376.27193212509155	80	100.73364	14.047794	128.12575	68.48945	21.0	0.0	4.79684	4.79684	4.844279	4.844279	-0.3728525	0.45980525	2.0846233	0.5401223	0.5813148	1008	81648
380.80422949790955	81	101.742775	16.800797	137.49669	48.67184	21.0	0.0	4.844894	4.844894	4.8905897	4.8905897	-0.4475314	0.5159238	2.0013468	0.5778062	0.64766604	1008	82656
385.37824845314026	82	100.066956	15.573415	128.40134	48.983112	21.0	0.0	4.7650933	4.7650933	4.8090677	4.8090677	-0.44646302	0.39904672	1.9217005	0.5263309	0.63863313	1008	83664
389.9331760406494	83	96.58152	18.221416	127.87507	18.999306	21.0	0.0	4.59912	4.59912	4.640129	4.640129	-0.40334985	0.4273362	1.9854336	0.56366724	0.6018932	1008	84672
394.52340388298035	84	101.75863	13.624333	128.17961	58.891685	21.0	0.0	4.845649	4.845649	4.8908334	4.8908334	-0.48362464	0.50731236	1.9837334	0.60460246	0.681998	1008	85680
399.0849859714508	85	95.993126	17.011095	128.20116	29.02557	21.0	0.0	4.571101	4.571101	4.6114674	4.6114674	-0.36746696	0.40063304	2.123893	0.48694384	0.5798563	1008	86688
403.7082371711731	86	100.4894	15.153757	118.419556	58.614666	21.0	0.0	4.7852097	4.7852097	4.8279138	4.8279138	-0.46270072	0.4836627	1.9284563	0.45247468	0.65554637	1008	87696
408.32379961013794	87	101.73645	13.884793	137.70879	68.57928	21.0	0.0	4.844593	4.844593	4.8897705	4.8897705	-0.49075317	0.45488912	1.9408861	0.57404387	0.68484175	1008	88704
412.89597058296204	88	100.120445	14.525607	128.373	68.38887	21.0	0.0	4.76764	4.76764	4.8099074	4.8099074	-0.45240363	0.51897955	2.006042	0.7602408	0.65300786	1008	89712
