Time	Iteration	AverageReturn	StdReturn	MaxReturn	MinReturn	EpLenMean	EpLenStd	TimestepsThisBatch	TimestepsSoFar
2.8637161254882812	0	13.837838	7.302401	34.0	4.0	13.837837837837839	7.302400617914238	1024	1024
3.9948081970214844	1	25.463415	12.327043	56.0	8.0	25.463414634146343	12.327042572497918	1044	2068
5.026192665100098	2	23.976744	10.702072	49.0	6.0	23.976744186046513	10.702071896976193	1031	3099
6.075082063674927	3	20.693878	11.813523	49.0	5.0	20.693877551020407	11.813524041145408	1014	4113
7.16024374961853	4	71.066666	44.03554	202.0	18.0	71.06666666666666	44.035541201271606	1066	5179
8.137298345565796	5	84.75	36.131992	137.0	27.0	84.75	36.131991826265725	1017	6196
9.076197147369385	6	63.1875	27.509586	119.0	26.0	63.1875	27.509586397290672	1011	7207
10.020997047424316	7	49.0	28.554043	121.0	10.0	49.0	28.554042329122744	1029	8236
11.073904275894165	8	16.639345	4.8890405	27.0	8.0	16.639344262295083	4.889040225249372	1015	9251
12.092355728149414	9	16.290323	3.7733662	24.0	9.0	16.29032258064516	3.7733663278734046	1010	10261
13.111131429672241	10	31.28125	12.186659	70.0	15.0	31.28125	12.1866586248036	1001	11262
14.174205303192139	11	36.892857	14.3061905	77.0	10.0	36.892857142857146	14.306190682244337	1033	12295
15.176374912261963	12	45.608696	15.917558	92.0	13.0	45.608695652173914	15.91755697454252	1049	13344
16.101574182510376	13	95.63636	24.999174	142.0	59.0	95.63636363636364	24.999173540058287	1052	14396
17.07808804512024	14	136.125	73.741844	285.0	52.0	136.125	73.74184276921753	1089	15485
18.00778555870056	15	43.913044	19.83171	74.0	13.0	43.91304347826087	19.831711635393805	1010	16495
18.93922448158264	16	24.190475	14.604692	79.0	4.0	24.19047619047619	14.60469281272958	1016	17511
19.87502431869507	17	66.8	41.657654	178.0	18.0	66.8	41.657652358240256	1002	18513
20.838968753814697	18	4.7042255	2.1736429	17.0	3.0	4.704225352112676	2.173643008968373	1002	19515
21.846254348754883	19	2.0809128	0.2802059	4.0	2.0	2.0809128630705396	0.28020590510128185	1003	20518
22.85000777244568	20	2.0681818	0.26012552	4.0	2.0	2.0681818181818183	0.26012552596044536	1001	21519
23.865812301635742	21	2.1207628	0.36856487	4.0	2.0	2.1207627118644066	0.36856491454927387	1001	22520
24.86573815345764	22	2.2824602	0.8028635	12.0	2.0	2.28246013667426	0.8028635298104863	1002	23522
25.86888813972473	23	2.641161	1.093514	10.0	2.0	2.6411609498680737	1.093513966383427	1001	24523
26.811577796936035	24	3.7992425	2.3031268	14.0	2.0	3.7992424242424243	2.3031268669947194	1003	25526
27.74600625038147	25	4.262712	2.164537	14.0	2.0	4.262711864406779	2.164536847557811	1006	26532
28.669128894805908	26	4.59633	2.588327	13.0	2.0	4.5963302752293576	2.5883268870844947	1002	27534
29.604369401931763	27	4.457778	2.445721	13.0	2.0	4.457777777777777	2.4457208788584093	1003	28537
30.569024085998535	28	4.488789	2.5794306	16.0	2.0	4.488789237668161	2.579430511324957	1001	29538
31.481334924697876	29	4.3189654	2.3657	14.0	2.0	4.318965517241379	2.3657000783869253	1002	30540
32.35300850868225	30	4.7056074	2.9373944	22.0	2.0	4.705607476635514	2.9373944769497897	1007	31547
33.217609167099	31	4.371179	2.491426	17.0	2.0	4.37117903930131	2.4914261551814496	1001	32548
34.08407688140869	32	4.5384617	2.5746088	16.0	2.0	4.538461538461538	2.574608942693381	1003	33551
34.947670459747314	33	4.4035087	2.4087534	16.0	2.0	4.4035087719298245	2.4087534020064068	1004	34555
35.8108766078949	34	4.4711113	2.4980547	13.0	2.0	4.471111111111111	2.4980545516881487	1006	35561
36.677510499954224	35	4.686916	2.6895638	19.0	2.0	4.686915887850467	2.6895639125430946	1003	36564
37.539843797683716	36	4.7042255	2.6076505	14.0	2.0	4.704225352112676	2.6076505328224298	1002	37566
38.402456521987915	37	4.795238	2.5876954	14.0	2.0	4.795238095238095	2.5876954613040373	1007	38573
39.26293706893921	38	4.70892	2.997615	21.0	2.0	4.708920187793427	2.997614898237773	1003	39576
40.126927852630615	39	4.559091	2.635623	14.0	2.0	4.5590909090909095	2.6356229367006976	1003	40579
40.99737286567688	40	4.8640776	2.6108384	15.0	2.0	4.864077669902913	2.6108382899926332	1002	41581
41.84485363960266	41	4.9310346	2.684598	14.0	2.0	4.931034482758621	2.684597999241255	1001	42582
42.71908760070801	42	4.414097	2.4178803	11.0	2.0	4.41409691629956	2.417880247093649	1002	43584
43.5870795249939	43	4.294872	2.3192375	14.0	2.0	4.294871794871795	2.319237501939172	1005	44589
44.44871664047241	44	4.55	2.484909	17.0	2.0	4.55	2.4849089977849745	1001	45590
45.31187391281128	45	5.1907215	3.2978776	18.0	2.0	5.190721649484536	3.2978775578299624	1007	46597
46.163230895996094	46	4.8173075	2.6394362	16.0	2.0	4.8173076923076925	2.639436212661723	1002	47599
47.025675773620605	47	5.0656567	3.1591988	19.0	2.0	5.065656565656566	3.1591989016576134	1003	48602
47.880200147628784	48	4.70892	2.646597	19.0	2.0	4.708920187793427	2.6465967620436737	1003	49605
48.73771905899048	49	4.744076	2.7880757	13.0	2.0	4.7440758293838865	2.7880755689428796	1001	50606
49.598264932632446	50	4.7894735	2.5814362	14.0	2.0	4.7894736842105265	2.5814361587403196	1001	51607
50.45448398590088	51	5.4402175	3.4494348	21.0	2.0	5.440217391304348	3.4494347294507577	1001	52608
51.31309199333191	52	4.8502417	2.8576174	15.0	2.0	4.85024154589372	2.857617574575917	1004	53612
