Iteration	Time	TimestepsThisBatch	PoolSize	MaxEpReturn	LastEpReturn	Episodes	TimestepsSoFar
0	7.060867071151733	1000	2000	-18.15816672223328	-118.95417062176777	5	2000
1	13.6399986743927	1000	3000	18.697509020393333	-96.37902967973025	11	3000
2	20.227736949920654	1000	4000	18.697509020393333	-10.885536563835853	13	4000
3	26.798320293426514	1000	5000	18.697509020393333	-21.497926571638235	25	5000
4	33.383187770843506	1000	6000	18.697509020393333	-162.98673051393993	27	6000
5	39.97782325744629	1000	7000	18.697509020393333	-745.8289887567378	28	7000
6	46.59137988090515	1000	8000	18.697509020393333	-31.141277819712034	32	8000
7	53.149075984954834	1000	9000	18.697509020393333	-24.100389697556388	36	9000
8	59.72958588600159	1000	10000	18.697509020393333	-44.29388220281196	51	10000
9	66.30788373947144	1000	11000	18.697509020393333	-13.491501538908704	56	11000
10	72.94640231132507	1000	12000	18.697509020393333	-15.834156766334978	58	12000
11	79.5818407535553	1000	13000	18.697509020393333	-133.04722181482782	63	13000
12	86.26216006278992	1000	14000	18.697509020393333	-68.5994051820886	73	14000
13	92.90792608261108	1000	15000	18.697509020393333	-30.345266234278963	76	15000
14	99.5472457408905	1000	16000	18.697509020393333	-36.986522074023966	78	16000
15	106.16910290718079	1000	17000	18.697509020393333	-1101.7249164584591	79	17000
16	112.80851483345032	1000	18000	18.697509020393333	-1182.9401479552703	80	18000
17	119.46081852912903	1000	19000	18.697509020393333	-35.319881730207754	84	19000
18	126.12110757827759	1000	20000	18.697509020393333	-1188.9132330451705	85	20000
19	132.7945418357849	1000	21000	18.697509020393333	-14.399978787365729	87	21000
20	139.4393241405487	1000	22000	18.697509020393333	-16.922017752649737	89	22000
21	146.06711101531982	1000	23000	18.697509020393333	-34.00284980766125	96	23000
22	152.72321939468384	1000	24000	18.697509020393333	-8.666051636163981	100	24000
23	159.36053252220154	1000	25000	18.697509020393333	-109.80169373877023	109	25000
24	166.0199635028839	1000	26000	18.697509020393333	-105.13914176557475	122	26000
25	172.67567324638367	1000	27000	18.697509020393333	-18.270838070921453	126	27000
26	179.2928967475891	1000	28000	18.697509020393333	-5.237139387979004	134	28000
27	185.95634365081787	1000	29000	18.697509020393333	-114.72348583617364	138	29000
28	192.6257004737854	1000	30000	18.697509020393333	-1163.1951485741656	139	30000
29	199.27037072181702	1000	31000	18.697509020393333	-1171.98029219494	140	31000
30	205.91166830062866	1000	32000	18.697509020393333	-42.50213290355802	146	32000
31	212.56425166130066	1000	33000	18.697509020393333	-19.79933388960098	147	33000
32	219.17543268203735	1000	34000	18.697509020393333	-64.82374322575589	157	34000
33	225.860258102417	1000	35000	18.697509020393333	-35.181816385511404	159	35000
34	232.5413899421692	1000	36000	18.697509020393333	-1132.262693941049	160	36000
35	239.20569801330566	1000	37000	18.697509020393333	-58.24756883982694	163	37000
36	245.8800928592682	1000	38000	18.697509020393333	-62.75054418301071	166	38000
37	252.5109839439392	1000	39000	18.697509020393333	-49.83601868589156	186	39000
38	259.17838883399963	1000	40000	18.697509020393333	-871.5240558878886	187	40000
39	265.8640797138214	1000	41000	18.697509020393333	-42.57695873694331	191	41000
40	272.54472255706787	1000	42000	18.697509020393333	-92.20427786231753	195	42000
41	279.20171999931335	1000	43000	18.697509020393333	-13.871795860865209	199	43000
42	285.861624956131	1000	44000	18.697509020393333	3.3585932466372226	203	44000
43	292.52058839797974	1000	45000	18.697509020393333	-12.96841454968519	205	45000
44	299.1995060443878	1000	46000	18.697509020393333	-56.88098125705924	208	46000
45	305.8739194869995	1000	47000	18.697509020393333	-6.861210385847291	213	47000
46	312.5392677783966	1000	48000	23.11610479559448	-17.654172821997776	218	48000
47	319.1781463623047	1000	49000	23.11610479559448	-64.95485971456065	220	49000
48	325.8173427581787	1000	50000	23.11610479559448	-509.4433175062974	221	50000
49	332.408899307251	1000	51000	23.11610479559448	-33.09879175287482	226	51000
50	339.0548794269562	1000	52000	23.11610479559448	-439.4265300004562	227	52000
51	345.732444524765	1000	53000	23.11610479559448	-93.08336604043639	229	53000
52	352.38703632354736	1000	54000	23.11610479559448	-347.2292143497922	230	54000
53	358.98876214027405	1000	55000	23.11610479559448	-278.39280007340943	231	55000
54	365.6505033969879	1000	56000	23.11610479559448	-3.6667321766798233	235	56000
55	372.2729003429413	1000	57000	23.11610479559448	-8.628910054892492	236	57000
56	378.9558336734772	1000	58000	23.11610479559448	-137.48185947779334	241	58000
57	385.575040102005	1000	59000	23.11610479559448	-38.77569953041849	244	59000
58	392.2285883426666	1000	60000	23.11610479559448	-53.61703686824737	246	60000
59	398.81319999694824	1000	61000	23.11610479559448	-55.02768916212902	248	61000
60	405.46503925323486	1000	62000	23.11610479559448	-19.921832901735854	249	62000
61	412.1230094432831	1000	63000	23.11610479559448	0.1549823288153247	251	63000
62	418.77398586273193	1000	64000	23.11610479559448	-0.31260672696322267	253	64000
63	425.4610285758972	1000	65000	23.11610479559448	-72.07172506838221	254	65000
64	432.1270434856415	1000	66000	23.11610479559448	-4.943301300819231	257	66000
65	438.7876000404358	1000	67000	23.11610479559448	-147.91268149040835	258	67000
