Iteration	Time	TimestepsThisBatch	PoolSize	MaxEpReturn	LastEpReturn	Episodes	TimestepsSoFar
0	6.400288820266724	1000	2000	-243.15605286146413	-243.15605286146413	2	2000
1	12.46436095237732	1000	3000	-225.8036372829033	-225.8036372829033	3	3000
2	18.52843141555786	1000	4000	-225.8036372829033	-246.80686836366672	4	4000
3	24.586194038391113	1000	5000	-225.8036372829033	-288.4788301208693	5	5000
4	30.668796062469482	1000	6000	-225.8036372829033	-310.3720756481069	6	6000
5	36.73434281349182	1000	7000	-225.8036372829033	-233.52987818147707	7	7000
6	42.8144268989563	1000	8000	-222.27004077903626	-222.27004077903626	8	8000
7	48.89445471763611	1000	9000	-222.27004077903626	-281.54076565234703	9	9000
8	54.9584424495697	1000	10000	-222.27004077903626	-268.8353039679619	10	10000
9	61.062949657440186	1000	11000	-98.83979449041007	-98.83979449041007	11	11000
10	67.14463472366333	1000	12000	-98.83979449041007	-204.71586252881445	12	12000
11	73.21231269836426	1000	13000	-98.83979449041007	-212.9610444261261	13	13000
12	79.3045265674591	1000	14000	-98.83979449041007	-142.88557128495333	14	14000
13	85.37845587730408	1000	15000	-98.83979449041007	-103.84239162885095	15	15000
14	91.41603088378906	1000	16000	-98.83979449041007	-115.35068748644059	16	16000
15	97.51293516159058	1000	17000	-98.83979449041007	-216.7446473982966	17	17000
16	103.56333661079407	1000	18000	-98.83979449041007	-169.5735713078293	18	18000
17	109.6587598323822	1000	19000	-61.02006676055773	-61.02006676055773	19	19000
18	115.75335574150085	1000	20000	-6.001261033729619	-6.001261033729619	20	20000
19	121.83677005767822	1000	21000	9.234757509949077	9.234757509949077	21	21000
20	127.88348913192749	1000	22000	9.234757509949077	-152.73428843674756	22	22000
21	133.97512817382812	1000	23000	9.234757509949077	-45.84095440293417	23	23000
22	140.03017234802246	1000	24000	9.234757509949077	-18.02976991715334	24	24000
23	146.12230157852173	1000	25000	13.536974957983821	13.536974957983821	25	25000
24	152.18075466156006	1000	26000	13.536974957983821	-41.90256455262659	26	26000
25	158.30228185653687	1000	27000	75.5802546507278	75.5802546507278	27	27000
26	164.3790454864502	1000	28000	75.5802546507278	-139.72429590900293	28	28000
27	170.46155500411987	1000	29000	75.5802546507278	-76.9976388975638	29	29000
28	176.5416522026062	1000	30000	75.5802546507278	-8.862807250477367	30	30000
29	182.63169026374817	1000	31000	151.9157989685155	151.9157989685155	31	31000
30	188.71569275856018	1000	32000	151.9157989685155	-140.31245515728298	32	32000
31	194.8028507232666	1000	33000	151.9157989685155	69.65322970477561	33	33000
32	200.9150059223175	1000	34000	151.9157989685155	-322.4346159896735	34	34000
33	207.03746628761292	1000	35000	172.64187330422092	172.64187330422092	35	35000
34	213.124853849411	1000	36000	172.64187330422092	-29.446988013013115	36	36000
35	219.21249842643738	1000	37000	172.64187330422092	-55.8948958029647	37	37000
36	225.27547812461853	1000	38000	172.64187330422092	-84.77929148820131	38	38000
37	231.3815414905548	1000	39000	172.64187330422092	159.87641643775927	39	39000
38	237.45936059951782	1000	40000	172.64187330422092	67.61841238774366	40	40000
39	243.54406690597534	1000	41000	196.9535329151681	196.9535329151681	41	41000
40	249.6324803829193	1000	42000	275.2234529301211	275.2234529301211	42	42000
41	255.72903680801392	1000	43000	293.73348324211435	293.73348324211435	43	43000
42	261.809330701828	1000	44000	314.6162576155665	314.6162576155665	44	44000
43	267.92661905288696	1000	45000	437.87004369228885	437.87004369228885	45	45000
44	274.05017161369324	1000	46000	437.87004369228885	247.99189385760792	46	46000
45	280.12616991996765	1000	47000	437.87004369228885	407.8788231216548	47	47000
46	286.2156436443329	1000	48000	437.87004369228885	-52.23012446302749	48	48000
47	292.2776243686676	1000	49000	437.87004369228885	97.21038310459042	49	49000
48	298.37839365005493	1000	50000	453.175690938968	453.175690938968	50	50000
49	304.47578716278076	1000	51000	482.44311193331373	482.44311193331373	51	51000
50	310.6070261001587	1000	52000	482.44311193331373	480.46624322266916	52	52000
51	316.71115708351135	1000	53000	482.44311193331373	116.16741760918956	53	53000
52	322.7904155254364	1000	54000	482.44311193331373	-61.45896837564332	54	54000
53	328.8844003677368	1000	55000	482.44311193331373	420.86438193947356	55	55000
54	334.9993109703064	1000	56000	886.0409581200056	886.0409581200056	56	56000
55	341.0875895023346	1000	57000	898.6869900600861	898.6869900600861	57	57000
56	347.1977460384369	1000	58000	898.6869900600861	383.4564279245962	58	58000
57	353.2619791030884	1000	59000	898.6869900600861	135.18008682626026	59	59000
58	359.3401861190796	1000	60000	898.6869900600861	845.132601672613	60	60000
59	365.4053838253021	1000	61000	898.6869900600861	849.6690947000156	61	61000
60	371.4692406654358	1000	62000	959.5409965308476	959.5409965308476	62	62000
61	377.5635964870453	1000	63000	1082.817693969523	1082.817693969523	63	63000
62	383.6446907520294	1000	64000	1082.817693969523	150.07632577048057	64	64000
63	389.7138292789459	1000	65000	1082.817693969523	1038.2281704644174	65	65000
64	395.8157231807709	1000	66000	1227.4286151726992	1227.4286151726992	66	66000
65	401.90933418273926	1000	67000	1267.8677874431155	1267.8677874431155	67	67000
66	407.96088433265686	1000	68000	1354.1818420286013	1354.1818420286013	68	68000
67	414.03778862953186	1000	69000	1354.1818420286013	1260.8123278494795	69	69000
68	420.1275956630707	1000	70000	1354.1818420286013	781.7843541945967	70	70000
69	426.2448298931122	1000	71000	1628.3942650117906	1628.3942650117906	71	71000
70	432.33206057548523	1000	72000	1628.3942650117906	1421.4675182244298	72	72000
71	438.41959023475647	1000	73000	1628.3942650117906	1484.0749921657905	73	73000
72	444.50701093673706	1000	74000	1628.3942650117906	1565.0061921852518	74	74000
73	450.51923632621765	1000	75000	1628.3942650117906	1071.329872332974	75	75000
74	456.3585877418518	1000	76000	1628.3942650117906	1512.248827681641	76	76000
75	462.4892899990082	1000	77000	1647.8264059506173	1647.8264059506173	77	77000
76	468.5831780433655	1000	78000	1741.5155104650432	1741.5155104650432	78	78000
77	474.64797949790955	1000	79000	1741.5155104650432	-51.0927862496477	79	79000
78	480.7390534877777	1000	80000	1741.5155104650432	1242.462269822874	80	80000
79	486.8110566139221	1000	81000	1741.5155104650432	1696.166414898307	81	81000
80	492.88935947418213	1000	82000	1741.5155104650432	1710.1160923627128	82	82000
81	498.94442558288574	1000	83000	1864.886835756958	1864.886835756958	83	83000
82	505.00587272644043	1000	84000	1864.886835756958	1452.9597023053102	84	84000
83	511.0851011276245	1000	85000	1864.886835756958	110.31914751011202	85	85000
84	517.1482763290405	1000	86000	2017.513258315342	2017.513258315342	86	86000
85	523.2227602005005	1000	87000	2017.513258315342	1823.8520523014042	87	87000
86	529.3038737773895	1000	88000	2017.513258315342	1856.2693643012994	88	88000
87	535.3762624263763	1000	89000	2017.513258315342	1807.0237745023362	89	89000
88	541.4586267471313	1000	90000	2017.513258315342	1888.4843968215725	90	90000
89	547.533613204956	1000	91000	2017.513258315342	1082.1351899509837	91	91000
