Iteration	Time	TimestepsThisBatch	PoolSize	MaxEpReturn	LastEpReturn	Episodes	TimestepsSoFar
0	8.241650342941284	1000	2000	-2.4039649114773263	-422.1149745900165	8	2000
1	15.9751877784729	1000	3000	-2.4039649114773263	-14.91062610816773	10	3000
2	23.814820528030396	1000	4000	3.912183861636657	-11.785640455179227	14	4000
3	31.585752725601196	1000	5000	3.912183861636657	1.4780532522650887	17	5000
4	39.39786458015442	1000	6000	3.912183861636657	-15.387453907064886	19	6000
5	47.21450972557068	1000	7000	15.57851197896737	0.6826631843068545	23	7000
6	54.97183346748352	1000	8000	15.57851197896737	-16.599439727730214	26	8000
7	62.765185832977295	1000	9000	20.709452434818623	20.709452434818623	28	9000
8	70.52470707893372	1000	10000	20.709452434818623	-147.80973233489703	29	10000
9	78.3096215724945	1000	11000	20.709452434818623	-10.219297581001396	31	11000
10	86.08412265777588	1000	12000	28.35905541677491	-9.583587708787178	33	12000
11	93.8044798374176	1000	13000	28.35905541677491	12.16022490347877	35	13000
12	101.54186272621155	1000	14000	31.528470405023626	-0.4609516840914274	37	14000
13	109.2930314540863	1000	15000	70.18957131643793	12.23993154702212	41	15000
14	117.11618065834045	1000	16000	70.18957131643793	23.607728580194483	42	16000
15	124.83449673652649	1000	17000	70.18957131643793	-16.0297670201152	44	17000
16	132.6809949874878	1000	18000	70.18957131643793	-70.59106660314654	45	18000
17	140.54946756362915	1000	19000	86.2715389945916	86.2715389945916	46	19000
18	148.37359738349915	1000	20000	86.2715389945916	64.6875499270364	47	20000
19	156.16203832626343	1000	21000	86.2715389945916	-5.634625723881525	52	21000
20	163.96742391586304	1000	22000	120.02665839547684	120.02665839547684	53	22000
21	171.8163812160492	1000	23000	238.69055693719437	48.27827316206943	56	23000
22	179.6313192844391	1000	24000	238.69055693719437	32.15671863716102	59	24000
23	187.37579679489136	1000	25000	238.69055693719437	7.881669960767564	63	25000
24	195.19496035575867	1000	26000	238.69055693719437	65.64070546420233	64	26000
25	202.94139862060547	1000	27000	281.42637956028875	281.42637956028875	65	27000
26	210.7884750366211	1000	28000	281.42637956028875	20.027845331433078	67	28000
27	218.63719582557678	1000	29000	281.42637956028875	55.944292099649815	70	29000
28	226.428405046463	1000	30000	281.42637956028875	12.967812364680995	73	30000
29	234.21950793266296	1000	31000	281.42637956028875	55.43952763088565	75	31000
30	242.090585231781	1000	32000	281.42637956028875	272.5699352797386	76	32000
31	249.78618931770325	1000	33000	281.42637956028875	104.97066144295678	79	33000
32	257.5219645500183	1000	34000	281.42637956028875	-0.5178371080687886	83	34000
33	265.331734418869	1000	35000	281.42637956028875	12.095011757572863	88	35000
34	273.0824635028839	1000	36000	281.42637956028875	37.043409312280076	96	36000
35	280.8134663105011	1000	37000	281.42637956028875	127.591844461026	98	37000
36	288.56926012039185	1000	38000	281.42637956028875	125.134221826545	101	38000
37	296.34006786346436	1000	39000	281.42637956028875	13.262901322691356	105	39000
38	304.15747117996216	1000	40000	410.706129890213	9.018534588117678	109	40000
39	311.9681451320648	1000	41000	447.1317677187537	75.34172484705348	112	41000
40	319.7444293498993	1000	42000	447.1317677187537	78.71845266371648	115	42000
41	327.5538811683655	1000	43000	447.1317677187537	140.46124716063576	116	43000
42	335.31811118125916	1000	44000	447.1317677187537	55.0617387359145	120	44000
43	343.1787893772125	1000	45000	447.1317677187537	54.82590771303097	124	45000
44	350.99275946617126	1000	46000	447.1317677187537	249.30194827303188	125	46000
45	358.8429288864136	1000	47000	447.1317677187537	49.51636261724586	128	47000
46	366.63314747810364	1000	48000	447.1317677187537	14.397352612507825	130	48000
47	374.43063521385193	1000	49000	447.1317677187537	11.46919781441747	133	49000
48	382.272301197052	1000	50000	447.1317677187537	138.95818043354907	135	50000
49	390.02393198013306	1000	51000	447.1317677187537	214.66248025816952	136	51000
50	397.78985834121704	1000	52000	447.1317677187537	233.5492888941696	137	52000
51	405.5864496231079	1000	53000	447.1317677187537	217.43715688971426	138	53000
52	413.35125374794006	1000	54000	447.1317677187537	74.39411127382189	139	54000
53	421.1691617965698	1000	55000	447.1317677187537	92.02721307620911	141	55000
54	428.9662547111511	1000	56000	447.1317677187537	223.254684802908	142	56000
55	436.802987575531	1000	57000	465.2780197566093	12.110093581566732	144	57000
56	444.5849735736847	1000	58000	567.9068414355071	567.9068414355071	145	58000
57	452.3990194797516	1000	59000	567.9068414355071	68.22587227318857	148	59000
58	460.215172290802	1000	60000	567.9068414355071	342.1731699255823	149	60000
59	468.0241334438324	1000	61000	567.9068414355071	399.6361244767227	150	61000
60	475.8231062889099	1000	62000	567.9068414355071	37.47607968387742	154	62000
61	483.6342647075653	1000	63000	567.9068414355071	306.7649531707159	158	63000
62	491.399706363678	1000	64000	567.9068414355071	21.04791697769994	159	64000
63	499.2231855392456	1000	65000	683.9270095319864	166.6162325392929	163	65000
64	507.070360660553	1000	66000	683.9270095319864	355.8587600453261	164	66000
65	514.8191473484039	1000	67000	683.9270095319864	331.1967858417913	165	67000
66	522.6388280391693	1000	68000	683.9270095319864	338.938594370762	166	68000
67	530.4974186420441	1000	69000	683.9270095319864	233.6716490871832	167	69000
68	538.2843396663666	1000	70000	683.9270095319864	222.9866659184519	168	70000
69	546.0855731964111	1000	71000	683.9270095319864	103.45880749176503	170	71000
70	553.8588507175446	1000	72000	683.9270095319864	294.9084094213312	172	72000
