Time	Iteration	AverageReturn	StdReturn	MaxReturn	MinReturn	EpLenMean	EpLenStd	Unmodified Rewards Mean	Unmodified Rewards Std	Modified Rewards Mean	Modified Rewards Std	Log Likelihood Mean	Log Likelihood Std	KL Divergence Mean	KL Divergence Std	Negative ELBo	TimestepsThisBatch	TimestepsSoFar
7.208707571029663	0	-0.41354847	0.07194539	-0.26351318	-0.61326927	21.0	0.0	-0.019692782	-0.019692782	-0.019719345	-0.019719345	-0.6952336	0.047784753	0.00018191451	0.00014552403	0.6952518	1008	1008
12.818728923797607	1	-0.40485892	0.08259603	-0.2932049	-0.6575249	21.0	0.0	-0.019278996	-0.019278996	-0.019221904	-0.019221904	-0.6893689	0.030446097	0.00011437237	3.4859924e-05	0.68938035	1008	2016
17.30114507675171	2	-0.41974053	0.07036131	-0.29847756	-0.54263276	21.0	0.0	-0.019987645	-0.019987645	-0.020018252	-0.020018252	-0.69397485	0.02667311	0.001551974	0.0019974392	0.69413	1008	3024
21.798126459121704	3	-0.43880475	0.088523634	-0.29634047	-0.6509936	21.0	0.0	-0.020895466	-0.020895466	-0.020722456	-0.020722456	-0.6931231	0.024957819	0.0001053954	7.578663e-05	0.6931336	1008	4032
26.269525051116943	4	-0.41275522	0.085047476	-0.2617935	-0.633204	21.0	0.0	-0.01965501	-0.01965501	-0.019430924	-0.019430924	-0.6937829	0.023532486	0.00023307756	0.00022480894	0.6938063	1008	5040
30.7384192943573	5	-0.4113306	0.093566194	-0.26413167	-0.6037803	21.0	0.0	-0.019587172	-0.019587172	-0.019730484	-0.019730484	-0.6924585	0.01381808	0.00015430336	8.844575e-05	0.6924739	1008	6048
35.251553535461426	6	-0.40163815	0.078760505	-0.22601478	-0.57592195	21.0	0.0	-0.019125624	-0.019125624	-0.019232977	-0.019232977	-0.69486606	0.015817488	0.0003118941	0.00035219706	0.6948973	1008	7056
39.74756693840027	7	-0.40869907	0.10208947	-0.16426635	-0.73344845	21.0	0.0	-0.01946186	-0.01946186	-0.019480899	-0.019480899	-0.6921847	0.01201111	8.5225736e-05	6.0531835e-05	0.69219315	1008	8064
44.22473931312561	8	-0.4191197	0.10672775	-0.21781364	-0.70149416	21.0	0.0	-0.01995808	-0.01995808	-0.02006029	-0.02006029	-0.6924671	0.021317605	0.0005490172	0.0005227578	0.69252205	1008	9072
48.73094820976257	9	-0.44693622	0.09459889	-0.25034833	-0.6867646	21.0	0.0	-0.021282677	-0.021282677	-0.021280997	-0.021280997	-0.69085366	0.020106833	0.0010260766	0.0014755647	0.69095623	1008	10080
53.24772262573242	10	-0.45420823	0.1007589	-0.17776592	-0.6639596	21.0	0.0	-0.021628963	-0.021628963	-0.021561263	-0.021561263	-0.69375634	0.018188028	0.0015222353	0.0021053227	0.6939085	1008	11088
57.7377245426178	11	-0.45029822	0.100639865	-0.27580363	-0.7021527	21.0	0.0	-0.021442773	-0.021442773	-0.021462768	-0.021462768	-0.6925046	0.024550501	0.0007186791	0.0009399655	0.69257647	1008	12096
62.317100048065186	12	0.33329114	5.6845007	39.29812	-0.70911336	21.0	0.0	0.015871007	0.015871007	0.019596925	0.019596925	-0.66501516	0.15672363	0.123286314	0.14148922	0.67734385	1008	13104
66.8832757472992	13	0.5373306	5.072269	29.38659	-0.7238838	21.0	0.0	0.025587171	0.025587171	0.027403625	0.027403625	-0.68729955	0.11244953	0.065994576	0.103873454	0.6938991	1008	14112
